estp
니네 학교 어캐다녔냐 
엣팁 특징 모아봄 ㅋㅋ 주관적일수도있음
엣팁은먼가
왜 삭튀함?
님들 길가다 맞은편하고 눈마주치면 계속꼬라봄?
엣팁 썸녀 손절했는데
Estp-t인데 뒤에 붙은거 상관있냐
탈모약 ㅅㅂ..
se
나 엔팁이냐 엣팁이냐
엣팁인데
estp-a인데 텐션 별로 안높음
어렸을 때 롤모델
엣팁들아 너네도 텐션 높은 편?
엣팁 싫어
엣팁이 학교에서 어떤 스타일임??
엣팁이 성격 급하다는데
나 연락 진짜 안봄
나 맨날 estp나오는데 자신감이 부족함
개씨벌새끼 챙겨주는척하면서 컴플렉스건드리네
엣팁a인데
입갤
엣팁들은 귀엽다는 소리 들으면 기분이 어때? 
잇팁에서 놀러왔는데
mbti랑 정치성향이랑도 관련있음?
ENFP 놀러왓는데
estp갤러특
졸업식이나 정들었던 집단(회사) 떠나면서 울어본적있어?
안녕ㅇㅇ
너희 isfj 남자 어떻게 생각해?
니들 ENFP랑 잘맞아?
본인 ES력 핑까 좀...ㄹㅇ
너희들 트럼프에 대해서 어떻게 생각함?
estp가 적은거냐 눈팅하고 그냥 가는거냐
T랑 F가 반응 온도차이 제일 심한듯
얘네들 특징
이새끼들은 절대로 지적하면 안된다 ㅋㅋㅋㅋㅋ
글 존나 없네
ENTP 놀러왔어 애들아
ESTP-T 떴는데 씹덕임 ㅋㅋ
친구구해요♥♥♥♥♥♥♥♥♥♥♥♥♥
서울대간 엣팁 있냐? 
존나 간만에 집중해서 공부하는데
너네한테지적질하면어때?
인팁인데 중딩 때부터 나 따는 안당하게 해준 사람들 다 엣팁이었다
estp 나왔는데 어떤성격임?
모든 유형들이 제일 싫어하는 유형
너넨 intp 어떻게생각?
estp 호감 올리는 행동
너네는 istj랑 잘 맞냐
나도 이렇게 되고싶다
나 엣팁인데
질문
엣팁들은 모두 민초를 좋아하는 우월한집단이다
너네도 길가다 눈마주치면 끝까지 보냐
아 근데 남 연애이야기가 재밌긴 하다
estp 나와서 궁금해서 쳐봤는데
Estp여친이랑 사귈때 제일 주의해야할점
좋아하는  사람이 싫은내색하면
군대에서 한명 엣팁이었는데 씹폐급이었다.
일은 빨리빨리 끝내야지 ㅡㅡ
estj랑 estp이랑 같이 있을 때
여기 친구들은 인싸가 많은가요 아싸가 많은가요??
infj 여자애들이 예쁨
맞춤법 심하게 틀리는 거 아닌 이상
이런 일이 가능함?
연애보다는 썸이 더좋지
니네 기품있거나 교양있게 행동하는편임?
Estp은 평균적으로 가장 골칫거리라고 생각한다
룸메 엣팁인데 원래 엣팁들 이럼?
엣팁이 나쁜사람임?
왜 여자한테는 사근사근하길 바라냐
너네 애니어그램 뭐 나옴
엣팁은 잇팁에 대해 어떻게 생각해? 
ESTP끼리 사귀면
estp 남자 진짜로
엣팁인데 너네 다리털 많이나냐?
엣팁들아 사람 대체 왜 놀림?
룸메새끼 ㅈㄴ 예민충이라 답없다
인프제인지 인프피인지 갤러리 구경하고 왓는데
나 엠비티아이
엣팁이
가장 답답한 유형
엣팁인데
생각이 너무 깊고 깊어서 굳이 저런 걱정까지?
나 estp맞냐?
인프피 남친
uwsuhwsg
Estp A 질문ㄱㄱ
정신병자는 지 스스로가 괴로운 게 정신병자지
INFJ인데 군대에서 가장 싫어하던 사람이 ESTP였다
infp 어케 생각하노
오늘 취업지원센터갔다가 처음 해봤는데 너네도 그러냐
엣팁이 정신병자 씹프피랑 친구하면 벌어지는 일
제일 싫은게 답없는걸로 찡찡거리는 애들임
엣팁-a 대표적인 특징
너네 롤티어 몇임?
ㅋㅋ
안녕하세요 믑티 설문조사 하러 왔습니다
너네도 폼생폼사냐?
엣팁녀들 기싸움 함??
꿈
혹시 돌아서면 까먹는거 나만 그런건가
너네 남 도와주는거 잘하냐?
몇개월 전 소개받은애한테 다시연락왓는데
sns는 인생의 낭비
12번만에 estp 떴다
여기애들 다 잘났다 생각하냐?
이 갤은 말 짧은 게 특징이냐고 한 애 글 지웠네
궁금해서 또 왔음
엣팁갤은 ㄹㅇ 사람 ㅈㄴ 없네
아 내면상 보니까 급 현타오네
엣팁갤엔 문빠 있냐?
뒤에 a t
estp 나와서 해석당하려고 검색하다 여기까지 옴
엣팁들은 mbti별로 관심 없냐??
니네도 이러냐
내가 엣팁인걸 알고 인생이 달라졌다
엣팁녀인데 
여기 실제로 장안철 밭이냐?
나도 엣팁 남자 짝사랑하는 엔프핀데
엣팁 니네 롤 잘하냐?
본인 인티제인데 질문좀 받아라
공감능력 맛탱이간거 인정하냐 니들도
여러분 여기 들리지 마시고 심테갤로 오세요
엣팁들 네개중에 바꾸고 싶은거 있어?
나 진짜 ㅈㄴ 궁금한데 알려줘
난 내가 엣팁인게 좋아
너네 enfj랑 잘맞아? 
너네도 오글거리는거 싫어하지
ESTP는 이런데 글 안씀
근데 ESTP가 원래 눈팅 많이하는듯ㅋㅋㅋ
느그들 연애할때 기념일 생일 챙기냐?
니들 뒷담 까냐?
느그들 제일 길게한 연애좀 들어보자
나 ESTP 전남친 ENTP였는데
리젠 실화냐
Enfp이랑 궁합 어때
ESTP행성 탐사 보고서
엣팁이랑 엔팁이 진짜 웃긴 조합임
뭐냐 이건
엣팁들아 너네는 N성향이랑 어때? 잘맞아?
너넨 모태 엣팁이냐?
intp 갤러리 놀러갔다 충격받음
나 애니어
엣팁의 연애
야 엣팁들아 너네 동족 심리좀
정식검사로 받은사람
내 분신들아 맞으면 공감해봐
너네들 호감없는 남사친 여사친이랑 매일 카톡하기 가능?
반박할수없는 엣팁남 주제가
16퍼스널 한글/영어 비교
나 심각한 엣팁이냐??
섹시도도 vs 청순귀염
니네도 이상이나 이상향을 가짐?
망갤이노;;
나 찬구들 _nf_ 타입이더라
우왁 시발
나 근데 estp인데 아싸 출신임
estp는 진짜 인싸중에 인싸임...
내가 제일 많이 하는 말
그냥 궁금해서 infj가봤는데
아직은 꼰대 많은 대한민국에 사느라 고생많다
Estp-t였다가 estp-a됐어
나만 entp 별로 안좋아해?
글 갯수 봐라 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ따른 mbti
다른 유형들 estp 왜캐 좋아하니
살면서 estp 여러번 좋아해봤는데
너네들 차이면 어떻게 하냐 ㅋㅋㅋㅋㅋㅋㅋㅋ 갑자기 더좋아지는데 미친거지?
엣팁들 쥴라 귀여워
엣팁 일진같냐
여기 ㅈ목질 금지노?
오늘 엣팁갤 뭔날이었음?
너네 공감안되는 이야기 받아치냐
Estp식으로 싫어하는 애 조지는 법
안데이트 vs 밖데이트
난 estp가 나쁘다 생각ㅎㅏ지 않아
니들 주변에 estp 많냐?
첨보는 애랑 30분안에 친해지기 쌉가능??
estp은 좋아하는 사람 생기면 무슨행동함?
Estp 썸남 공략법
estp는 차분한면도 많아?
estp 스킨쉽 좋아함?
너희한테 의지하는 애들 어떰
나만 intp애들 이해 안가냐
애들아 질문있어
이성격인데 23살까지 모솔아다=자살하셈
estp가 원래 이렇게 많았었음?
Estp인 내가 좋은 이유
estp는 뒤에 A인지 T인지가 젤 중요한듯
친구 너무 불러내는것도 좋지는 않음
estp 성격 고치고싶다 ㅈ같네
팩트) MBTI 이딴 좆구라검사 한다는 자체가 개병신찐따
지각 존나 하는 사람없냐?
ESTP 성향인데 안맞는사람은 때려죽어도 안맞음
나무위키보고 들옴ㅋㅅㅋ
estp 시험 공부 특징
너희 ENFP랑 잘맞음?
엣팁인데 이거 공감됨?
남자 엣팁들한테 질문
밑에 애니어그램? 있길래 첨봐서 해봤는데
내가 본 estp들도 잠을 안 자던데
여기 갤 사람 없을수밖에 없는게
애니어 엣팁7번하고 8번 차이가 머냐?
내 베프하고 남친 유형 이건데 니들은 뭐야
동족부를때 우리애들 이라는 말이 좋음ㅋㅋㅋ
하루종일 아무것도 하지 않고
엣팁 여자인데 우리가 젤 쎄고잘난거같지않움?
estp 성격 다들 나랑 비슷함?
알콜중독에 섭식장애?있는 estp 있나
ESTP 여친 밈
여자 estp 특징뭐임?
16 마이너 갤러리 리스트
너네도 이러냐?
ESTP궁합
estp인데 선톡 무슨일 있지 않으면 안함 + 그 외 특징 적어봄
당분간 MBTI갤에서 활동하지 마라 거기 갤매 븅신이다
엣팁은 헬창 남자들이 많은듯
야 여자estp는 뭐하고사냐
에니어그램도 믿을만 한가?
나무위키타고들어왔는데 댓글보면 다 내가쓴거같음
인싸인 사람한테 흥미 있음?
니네 일반적인 infp말고
안녕하세요 잇팁인데 엣팁되고싶어여
ㅋㅋㅋㅏㄴ너ㆍㅇ
저만 공감하나요
엣팁 갤러리가 있네
나무위키 타고왔다.
아니 여러분들 빨리 글써줘요
ㅠㅍ
펜팔친구하실분 계신가요..?
심심해서 조사해본 갤러리별 글수 
estp가 현재에 산다는말이 뭔지 몰랐는데
estp들 원래 잠수 잘 타냐
여기 망했나요
Estp칭구들 스릴넘치는거 뭐해봤어?
MBTI  설문 참여해주세요 여러분
estp랑 어떻게 친해지닝?
estp 남편 가진 istj 인데3
estp 남편 가진 istj 인데2
estp 남편 가진 istj 인데
"안녕하세요, MBTI별 설문조사 하러 나왔습니다."
투척
entp는 어떻게 생각함?
여기가 한달에 한 페이지씩 늘어난다는 갤 맞냐?
Estp 남친
니네 다들 술빨러갔나
시밯
얘들아 나 돈좀 주면 안되냐 
성비나 한번 보자
여기 글 왤케 없어
반사 왔어요^^
너희들 친구는 어느유형이냐?
나 estp 인데 말도 안됨
니네
내 남친 estp인데 뭔가 신기함
된장년놈 김치년놈들이 대부분 이유형임
estp 시발 정보가 존나 없네
존나 욕잘하고 속물 적인 새끼들
솔직히 싹다 놀러갔다는건 지랄이고
아니 estp 나왔는데 여기 왜 황무지냐?
니네 infp 어떤거같음
어 머야 갤있었네
니들 infj랑 상극임?
섹스
엣팁들 개인싸노
너네들도 다 이러니
친해지고싶은건 알겠는데 
여기가 인싸갤러리 맞습니까
연애 기간
엣팁 질문 받아주라
엔팁인지 엣팁인지 헷갈려서 와봤는데
사랑해보다 좋아해가 오글거리지 않음?
소수의 엣팁들아 
estp은 미국에는 4프로 한국에는 6프로있다
디시에 ESTP 있긴있음?
ㅅㅂ년들아
Infp어떰
[설문조사]카톡에 새 메시지로 떠있으면 하는 내용이 무엇입니까?
이거 만든새끼는 estp 아닐듯 ㅋ
이딴 갤도 다있노
ㅎㅇ
별 갤러리가 다있네
아 요즘 왤케 좆같지
entp랑 estp왔다갔다하는데
엣팁들은 다 누구랑 놀아
엣팁들 보고싶어요
신생갤
반갑다
ㅎㅇ
엣팁들 다 쳐 나가 노느라 글 없는거봐
estp에게 사랑이란 뭐야?
1등
Estp 남친
니네 다들 술빨러갔나
시밯
얘들아 나 돈좀 주면 안되냐 
성비나 한번 보자
여기 글 왤케 없어
반사 왔어요^^
너희들 친구는 어느유형이냐?
나 estp 인데 말도 안됨
니네
내 남친 estp인데 뭔가 신기함
된장년놈 김치년놈들이 대부분 이유형임
estp 시발 정보가 존나 없네
존나 욕잘하고 속물 적인 새끼들
솔직히 싹다 놀러갔다는건 지랄이고
아니 estp 나왔는데 여기 왜 황무지냐?
니네 infp 어떤거같음
어 머야 갤있었네
니들 infj랑 상극임?
섹스
엣팁들 개인싸노
너네들도 다 이러니
친해지고싶은건 알겠는데 
여기가 인싸갤러리 맞습니까
연애 기간
엣팁 질문 받아주라
엔팁인지 엣팁인지 헷갈려서 와봤는데
사랑해보다 좋아해가 오글거리지 않음?
소수의 엣팁들아 
estp은 미국에는 4프로 한국에는 6프로있다
디시에 ESTP 있긴있음?
ㅅㅂ년들아
Infp어떰
[설문조사]카톡에 새 메시지로 떠있으면 하는 내용이 무엇입니까?
이거 만든새끼는 estp 아닐듯 ㅋ
이딴 갤도 다있노
ㅎㅇ
별 갤러리가 다있네
아 요즘 왤케 좆같지
entp랑 estp왔다갔다하는데
엣팁들은 다 누구랑 놀아
엣팁들 보고싶어요
신생갤
반갑다
ㅎㅇ
엣팁들 다 쳐 나가 노느라 글 없는거봐
estp에게 사랑이란 뭐야?
1등
Estp 남친
니네 다들 술빨러갔나
시밯
얘들아 나 돈좀 주면 안되냐 
성비나 한번 보자
여기 글 왤케 없어
반사 왔어요^^
너희들 친구는 어느유형이냐?
나 estp 인데 말도 안됨
니네
내 남친 estp인데 뭔가 신기함
된장년놈 김치년놈들이 대부분 이유형임
estp 시발 정보가 존나 없네
존나 욕잘하고 속물 적인 새끼들
솔직히 싹다 놀러갔다는건 지랄이고
아니 estp 나왔는데 여기 왜 황무지냐?
니네 infp 어떤거같음
어 머야 갤있었네
니들 infj랑 상극임?
섹스
엣팁들 개인싸노
너네들도 다 이러니
친해지고싶은건 알겠는데 
여기가 인싸갤러리 맞습니까
연애 기간
엣팁 질문 받아주라
엔팁인지 엣팁인지 헷갈려서 와봤는데
사랑해보다 좋아해가 오글거리지 않음?
소수의 엣팁들아 
estp은 미국에는 4프로 한국에는 6프로있다
디시에 ESTP 있긴있음?
ㅅㅂ년들아
Infp어떰
[설문조사]카톡에 새 메시지로 떠있으면 하는 내용이 무엇입니까?
이거 만든새끼는 estp 아닐듯 ㅋ
이딴 갤도 다있노
ㅎㅇ
별 갤러리가 다있네
아 요즘 왤케 좆같지
entp랑 estp왔다갔다하는데
엣팁들은 다 누구랑 놀아
엣팁들 보고싶어요
신생갤
반갑다
ㅎㅇ
엣팁들 다 쳐 나가 노느라 글 없는거봐
estp에게 사랑이란 뭐야?
1등
Estp 남친
니네 다들 술빨러갔나
시밯
얘들아 나 돈좀 주면 안되냐 
성비나 한번 보자
여기 글 왤케 없어
반사 왔어요^^
너희들 친구는 어느유형이냐?
나 estp 인데 말도 안됨
니네
내 남친 estp인데 뭔가 신기함
된장년놈 김치년놈들이 대부분 이유형임
estp 시발 정보가 존나 없네
존나 욕잘하고 속물 적인 새끼들
솔직히 싹다 놀러갔다는건 지랄이고
아니 estp 나왔는데 여기 왜 황무지냐?
니네 infp 어떤거같음
어 머야 갤있었네
니들 infj랑 상극임?
섹스
엣팁들 개인싸노
너네들도 다 이러니
친해지고싶은건 알겠는데 
여기가 인싸갤러리 맞습니까
연애 기간
엣팁 질문 받아주라
엔팁인지 엣팁인지 헷갈려서 와봤는데
사랑해보다 좋아해가 오글거리지 않음?
소수의 엣팁들아 
estp은 미국에는 4프로 한국에는 6프로있다
디시에 ESTP 있긴있음?
ㅅㅂ년들아
Infp어떰
[설문조사]카톡에 새 메시지로 떠있으면 하는 내용이 무엇입니까?
이거 만든새끼는 estp 아닐듯 ㅋ
이딴 갤도 다있노
ㅎㅇ
별 갤러리가 다있네
아 요즘 왤케 좆같지
entp랑 estp왔다갔다하는데
엣팁들은 다 누구랑 놀아
엣팁들 보고싶어요
신생갤
반갑다
ㅎㅇ
엣팁들 다 쳐 나가 노느라 글 없는거봐
estp에게 사랑이란 뭐야?
1등
Estp 남친
니네 다들 술빨러갔나
시밯
얘들아 나 돈좀 주면 안되냐 
성비나 한번 보자
여기 글 왤케 없어
반사 왔어요^^
너희들 친구는 어느유형이냐?
나 estp 인데 말도 안됨
니네
내 남친 estp인데 뭔가 신기함
된장년놈 김치년놈들이 대부분 이유형임
estp 시발 정보가 존나 없네
존나 욕잘하고 속물 적인 새끼들
솔직히 싹다 놀러갔다는건 지랄이고
아니 estp 나왔는데 여기 왜 황무지냐?
니네 infp 어떤거같음
어 머야 갤있었네
니들 infj랑 상극임?
섹스
엣팁들 개인싸노
너네들도 다 이러니
친해지고싶은건 알겠는데 
여기가 인싸갤러리 맞습니까
연애 기간
엣팁 질문 받아주라
엔팁인지 엣팁인지 헷갈려서 와봤는데
사랑해보다 좋아해가 오글거리지 않음?
소수의 엣팁들아 
estp은 미국에는 4프로 한국에는 6프로있다
디시에 ESTP 있긴있음?
ㅅㅂ년들아
Infp어떰
[설문조사]카톡에 새 메시지로 떠있으면 하는 내용이 무엇입니까?
이거 만든새끼는 estp 아닐듯 ㅋ
이딴 갤도 다있노
ㅎㅇ
별 갤러리가 다있네
아 요즘 왤케 좆같지
entp랑 estp왔다갔다하는데
엣팁들은 다 누구랑 놀아
엣팁들 보고싶어요
신생갤
반갑다
ㅎㅇ
엣팁들 다 쳐 나가 노느라 글 없는거봐
estp에게 사랑이란 뭐야?
1등
Estp 남친
니네 다들 술빨러갔나
시밯
얘들아 나 돈좀 주면 안되냐 
성비나 한번 보자
여기 글 왤케 없어
반사 왔어요^^
너희들 친구는 어느유형이냐?
나 estp 인데 말도 안됨
니네
내 남친 estp인데 뭔가 신기함
된장년놈 김치년놈들이 대부분 이유형임
estp 시발 정보가 존나 없네
존나 욕잘하고 속물 적인 새끼들
솔직히 싹다 놀러갔다는건 지랄이고
아니 estp 나왔는데 여기 왜 황무지냐?
니네 infp 어떤거같음
어 머야 갤있었네
니들 infj랑 상극임?
섹스
엣팁들 개인싸노
너네들도 다 이러니
친해지고싶은건 알겠는데 
여기가 인싸갤러리 맞습니까
연애 기간
엣팁 질문 받아주라
엔팁인지 엣팁인지 헷갈려서 와봤는데
사랑해보다 좋아해가 오글거리지 않음?
소수의 엣팁들아 
estp은 미국에는 4프로 한국에는 6프로있다
디시에 ESTP 있긴있음?
ㅅㅂ년들아
Infp어떰
[설문조사]카톡에 새 메시지로 떠있으면 하는 내용이 무엇입니까?
이거 만든새끼는 estp 아닐듯 ㅋ
이딴 갤도 다있노
ㅎㅇ
별 갤러리가 다있네
아 요즘 왤케 좆같지
entp랑 estp왔다갔다하는데
엣팁들은 다 누구랑 놀아
엣팁들 보고싶어요
신생갤
반갑다
ㅎㅇ
엣팁들 다 쳐 나가 노느라 글 없는거봐
estp에게 사랑이란 뭐야?
1등
Estp 남친
니네 다들 술빨러갔나
시밯
얘들아 나 돈좀 주면 안되냐 
성비나 한번 보자
