istj
istj가 자신감 넘칠때 intj로 나오냐?
코로나 이후 잇티제친구의 변화한 일상
주관없고 남한테 휘둘리고
"원리, 원칙 안지키는 새끼들 너무 혐오스러움"
정치병자 왜 생기는지 알아냄
istj는 다른 사람이 칭찬해주면 어때?
잇티제는 앵기면 싫어함?
Istj 나왓는데
istj 갤에 딴 유형 정치글좀 올리지마
분탕인지 병신인지 모르겠는데
Istj 캐릭터들 보고 가셈
님들 눈치 많이봄?
핸드폰 평균 사용 시간
 mbti검사하고 알아보는데 이런곳도있네
istj들 딴사람이 뭐 하나 잘못하면 계속 마음에 담아둠?
무료야근 너네는 납득 가능하냐?
내 친구가 안쓰러운 이유
너네가 틀림을 입증하고
엔프피랑은 진짜 안맞는거같긴하다
ISTJ가 가장 F유형에 가깝다라는 말이 뭔말이냐
회사 관련 고민 상담좀...
내가 집단에서 배척받는 이유
님들 수시충임 정시충임?
Istj엿는데 몇년뒤에 intj로 바꼇음 ....
니네는 경쟁에 대해 어캐 생각함
너네라면 어떻게 이겨내냐
독립하고 싶다
난 여태껏 아빠가 잇티젠줄 알았음
너넨 인스타 열심히 하는 편임?
이 갤이 제일 정상같다
님들 카톡 잘봐주는 편임?
본인 특
시간 남을 때 뭐 하지????
ISTJ인 사람이랑 연애할때
친구들이 죄다 p인데
나도 똑같은 Istj유형인데 좀 다른 거 같아
Isfj인데 너희들이 부러워
사회공포증 때문에 괴롭다
Intj와 istj
INFP랑 다들 어떠냐
istj와 estj의 공통점 차이점
친구랑자취/ 혼자자취
인프제 다녀감
너넨 무슨 음악 들어?
문자나 톡 숫자 떠있는걸 못참음
동기 단톡방 나가고 싶은데
ㅋㅋㅋㅋ 글 보니까 타유형 글이 더 많네 
잇티제 친구 바운더리 질문
가장 친한 친구가 istj면 좀 힘들다
인테리어 하니까 생각난거
타갤처럼
내가 생각하는 기준에 안맞는 집단이면 나까지도 
intj랑 번갈아나오는놈 없음?
회사 동기가 ISTJ라고 한번에 맞춰버림
성격상 entj랑 istj 둘 다 속하는데 둘이 상극 아냐??
연락에 집착하는거 왜 이렇게 싫지
안늉 난 여친이 ISTJ인 Entp야
istj인데 꼰대레벨 낮게나오네
안녕 난 ISTJ를 상사로 모시는 ISFP임
근데 이 갤 통피 코드 8개는 너무한거아니냐
유튜브에서 홈투어 영상 보는데
안녕하세요 ISTJ 여러분들 ISTP인데 궁금한 게 있습니다
너희들도 모든 걸 다 열심히 하냐?
내가 싫어하는사람
안녕하세요 믑티 설문조사 하러 왔습니다
뭐 이런갤도있었냐
다른 사람들이랑 노래 들으면 괜히 눈치 보임
본인 특
mbti별 당신의 생일이라는데
이거 어케 생각하니
istj isfj 반반 나오는분들 많나보네
너넨 취미가 머냐
istj 나같은 사람 있냐
필통이 궁금해
본인 엔프제
Isfj —->istj로 바뀜
레포트 쓸 때 희열 느끼는데 잇티제 특?
이거 ISTJ 특징 맞는지좀
초등학교때부터 느꼇지만
infj가 보는 istj 친구썰 2
istj 약간 꼰머같다는 소리 안들음?
ISTJ 여자가 나 좋아하는지 봐줘
infj기 보는 istj 친구썰
ISTJ 시점에서 본 INFP는 어떻게 보이냐
여기istj갤러리맞네
istp 좋은것 같음
T유형갤들 눈팅해본 결과
S가 현실적이란것의 모순
istj가 왜 잇티제임?
근데 부랄친구는 손절쳐도 손절안됨 
결벽증 있는 사람 있냐
"어쩌라고,그럴수도있지 "
istj 갤러리가 잇네
얘들아 너네가 싫어하는 mbti는 뭐아?
유형으로 치면 잇티제를 가장 신뢰하는 인팁으로서 지나가는 말하자면
분노조절장애 가끔 생김
N애들 논리 이해는 되는데
istj들아 너네는 상상같은거 잘안해?
쓰잘데기 없이 미괄식으로 얘기하는거 극혐
생각이 너무 많다
10대 잇티제인데
좋아하는 이성 있으면 어떻게함?
좆무위키에 istj가 제일 많은 유형이라며
스무살 무렵의 나 
니들도 개인주의 성향에 가깝냐
영업부서에서 근무하는 잇티제 있냐?
Intj임
ESTJ인데
보고도 못본척 잘함
완벽주의라서 존나 피곤함 
너네 종교있어?
뒷담할 에너지 아껴서 티비본다
안녕 나 엔프피
“왜 저렇게 살지?” - 내가 많이 하는 생각
사람 손절치는거 istj 특징이었구나 ㅜㅜ
일침 놓거나 팩폭하는거 보면 상쾌함
istj들 사람 어떻게 만나냐
istj는 실연을 어떻게 극복해야됨?
내 주변에 Istj 남자 너무 안보이는거 같음
mbti 바넘효과 아님?
타 유형이 보는 istj 특징
너네 연애할때
너네 동성친구랑 연락자주함?
싫은거 절대 안하는데 맞음?
istj가 ㄹㅇ 야마도는 상황중 하나
난 부모고 나발이고 대를 끊어버릴 건데
태어나지 않는게 
인생 재밌게 사는법 좀 ㅇㅇ..
istj가 대체적으로 노잼이고 친구가 없는게
잇티제가 원래 텐션 높은거 못따라가냐
너네 다 고딩때 공부는 잘하는데 반에 친구 없는 편?
istj랑 intj랑 존나 안맞는다는글 많네
나 사실 잇팁인데
얘들아 이 블로그 글 봐봐 개웃김 ㅋㅋㅋㅋㅋㅋ
손절하려고하는데 계속잡아서 이어지고있는
인간관계 문제(장문) 도움좀..
istp 어떠냐
ISFJ도 나온 사람 있엉??
친구 없는 게 그리 슬프지 않음
ISTJ들은 대시 어떻게해
mbti 안 믿었는데 좀 신기하더라..
좋아하는 친구가 istj인데
중고제품 못사겠는거 나만그러냐
아는 사람 istj던데
님들은 소설 좋아함?
ISTJ행성 탐사 보고서
istj 빙고해봤어
차라투스트라는 이렇게 말했다 보고왔다
미안하다 통피였네
너네 intj에 대해 어떻게 생각함?
MBTI별 잠긴 문을 해결하는 법
논리도 현실성도 없는 사상 들이내밀면서 고집은 엄청 쎈 사람
나만 우울증 걸렸냐
인생 좆같네 시발
여기ISTJ들도 이러냐
너희는 좋아하는 작가 있니
말싸움하면 어때?
안녕 너네혹시
남이 나한테 화내는것보다
짝녀글좌 글삭했노 ㅋㅋㅋㅋ
Istj 본인 엠비티아이 알아버리고 약대편입준비중 ㅇㅇ
istj 웹툰등장ㅋ
님들 사진 찍는거 좋아함?
너네 웹툰 방탈출 보는놈 있냐?
* istj 특
친구가infp
안영하세요 여기가 그 유명한 로보트 갤러리인가여
사회성이 좀 부족해서 그런가 
정도를 모르는 사람보면 짜증난다
잇티제들아 너네 제일 싫어하는 성격 유형 적어줘
특징보면 잇티제랑 isfj랑 가장 비슷한면이 많은거같기도하고
난 장난끼 많은데
유머감각없는건 어떻게 극복하지
나 좀 도와주라
본인 ISTJ  
ISTJ랑 싸울때
나만 손절 칠 친구 없냐?
으 존나 찌질해 ㅋㅋㅋ
내가 생각하는 손절
나처럼 즉흥-계획적인 애들 있냐?
istj 유형의 여자가 싫다 존나 재미없어
본인 유형말곤 알지도 못하고 관심도 없는 경우
잇프제나오다가 요새 잇티제나옴ㅋㅋ
니네도 '두루두루' 냐?
칼손절은 잘 안 하는데
비즈니스 친구에 대해 어떻게 생각해??
잇프제엿는데 자꾸 잇티제 나오네
연락 오랜만에 와서는
연락 먼저 안함. 그러다가 어쩌다 마주치면 듣는소리
istj랑 estj랑 많이 달라?
istj갤 분포
istj인 분들은 문학 좋아하시나요?
손절 하지 않아도 자연스럽게 손절되어있음
야 니네 f/t 비율 몇퍼임?
INFP인데 건강한 ISTJ들 진짜 너무 좋은듯
ISTJ ENFP 정반댄데 잘 맞는게 신기하다
팩트) MBTI 이딴 좆구라검사 한다는 자체가 개병신찐따
불확실한 미래가 두려움
팩트랑 논리로 말해도 말 안 통하는 인간들
너네도 혹시 라면끓일때 이러냐?
사진찍히는거 싫지않아?
INTJ였는데 이번엔 ISTJ나옴
죄송합니다...
간혹가다 피해망상 있는사람들 꼬이는거같음
범죄자에 대해서 어떻게 생각함?
나정도면 꼰대력 보통이네
ISTJ 와 INTJ 차이가 머임
니들 갤 안함?
보닌 갠톡 안한 기간 2주일돌파
인터넷에서 주워온 짤들 (참고로 나 istj)
내 남친 ISTJ
istj 교도관 어떨거같음?
진성 tj들은 섹파안만드나?
취업준비할때는 istj였다가 취업하곤 tp로 바뀜
꼰대 질문지 보면서 의아했던 거
자기혐오나 우울증 좀 자주 빠진다
intj떴는데
레벨 10까지 있는줄 알고
예전보다 레벨은 높아짐ㅋㅋ
꼰대 검사 하고가라 istj들아 ㅋㅋㅋ
너넨 스스로가 꼰대라고 생각함?
si배우러옴
연애는 어떻게 하냐 다들
책사고 잘안읽음
istj도 사람입니다.
진지충 이라고 자주 들으면 거의 istj 임?
잇티제에게는 어떤 유형의 친구가 제일 이상적임?
너네 혼술 좋아함?
간만에 MBTI 해봤는데
나무위키보고 찔려서 왔습니다ㅎㅎ
16 마이너 갤러리 리스트
기브앤테이크
가끔보면 istj에 데여서 온 딴 애들 보이는데
난 istj가 진짜 좋아
제일 싫어하는 사람 유형 뭐임?
어제 왔었던 ENFP예요
enfp 친구가 있는데
잇프제인데
일부러 계산하는건 아닌데 기브앤테이크 잘지킴
잇티제 특)
당분간 MBTI갤에서 활동하지 마라 거기 갤매 븅신이다
istj인데 감정이 잘 안느껴짐
난 니네 istj 존나 무서워
좋은 선택지가 없다면 최악을 피해 차악을 골라야하는데
사회로부터의 완전한 고립을 견딜 수 있음?
본인 특징
저 자존감 바닥인데 그럴만한가요
ㅇㄱㄹㅇ
아래 댓글보다가 든 생각인데
나 infj인데
esfj 죽여버리고 싶다
너네 문제에 닥쳣을 때 말야
ISTJ 성격유형해석 무아무아 왤케 정확함?
나 ISTJ나왓네
Isfj인데 istj한테 반했어요
내 주변은 나빼고 다 F라서
나만 그런가... istj 《》entj 혼종
ISTJ는 한국에서 제일 많은 MBTI지만
조별과제 극혐하는 잇티제들을 위한 꿀팁 공유할게!
여사친 중에서 ENFP있음
entp가 제일 꼰대아니냐?
8기능에 대해 알아보자!
여기 갤러들 중에서도 뭐 반반인 사람 있닝?
잇티제랑 잘 지내기 위한 엔프피의 노력
난 enfj인 사람이 좋음
Istj들 안뇽!!
에니어그램 검사결과
습관적 비관
ISTJ 빙고입니다 한번 해보세요
ㄹㅇㅋㅋ
ISTJ친구들 반가워
난 혼종인가봐
안녕 istj들 나도야
ISTJ인데 그 특성과 정확히는 안맞음
야 반갑다
정리정돈 좋아하고 강박증 있는거 istj 특징임?
나는 게임할 때도 잇티제의 성향이 드러남
다른 성향인 친구에게 항상 듣는 말
본인 항상 반대의 성향이 부러워보였는데
난 istj의 모든 특징이 게으름에서 나옴
게으른 istj들 많음?
너네는 entp보면 무슨 생각 들어?
난 내 일 아니면 안함
무계획적일때
두종류의 j
이유형은 꼰대 상대 어찌하냐?
와 여기 애들 글 읽어보니 심하네
istj 간호사 어떨 거 같음?
ISTJ 갤이 있었네요 인사 씨게 박습니다.
istj istp 헷갈리는 애들아 이거 참고해봐
nf 친구들 
전 잇프젠데
나 istj야
istj 가장 많기는 커녕  주변에 거의 없음
계획을 세워서 실패할때는
ISTJ인데 클럽이나 시끄러운 술자리 좋아하는 사람이 있긴함?
istj나오는데 계획못지킴
남편이 ISTJ인데
펜팔친구하실분 계신가요..?
INFP - T 에서 ISTJ - A 로 바뀜
니들 도 다 이런 마인드구나
지나가는 인팁인데
잇티제들아
고칠점 객관적으로 살펴보면
mbti 제대로된 통계 좀 보고싶다
몇번을 해도 ISTJ-A 나오네
니들은 istj인거 만족하냐?
그래도 주기적으로 훈련하면 감성적인거 통제 가능해지더라
ISTJ 인구가 많을수가없어
안녕 난 잇프제야!
안녕하세요 enfp입니다
MBTI  설문 참여해주세요 여러분
잇티제 잇프제 어떻게 구분하나요 
교대생인데 istj면
엔프피갤에서 왔어.
MBTI별 설문조사 결과냅니다.
비율테스트 해보셈
"안녕하세요, MBTI별 설문조사 하러 나왔습니다."
마누라가 entj다 근데 잘먹고 잘산다
포커페이스 연습해봐
나만 그런지 모르겠는데 생각보다 난 아주 단순한듯
너네도 식당에서 이러냐?
표현은 잘 못하지만
약속 잡는 거
잇팁인데 계획 짜는 팁좀 주세요
근데 난 겉속 같다는거 모르겠다
안녕 난 infj야
관심있는 사람한테는 집착할 정도인데
능력 없는데 헛소리하는 새끼들 보면 죽여버리고 싶음
안뇽 얘드라 나인프제인데 궁금한게있어 ㅎㅎ
검사결과
잇티제인데 3년 넘게 연애 안함 정상이냐?
Mbti 검사할때 계획관련이 제일찔림
ㅇㅇ 나도해봄 ㅎㅎ
너네는 mbti 결과를 보고 어떤 생각을 함?
내 결과
타갤러가 들고온 테스트를 해보았다.
istj와 entj의 중간
호감있는 사람 mbti 물어보니까
생일얘기보고 생각난 본인 트라우마
너네 생일 챙기는 거 좋아함?
중고등학교 친구들 3명 정도 다 빼고 손절쳣는데
완전 극단적 i성향 
신호등 절대 지키는데 예외가 있음
너네 신호등 잘 지킴?
ISTJ인데 머리 나쁜 사람은
밑에글보다 더극단적..
이번에 평점 4.5나옴
나도 밑에링크로 해봤는데 역시 이거뜨네 ㅇㅇ
엄마가 잇티제인데 공무원을 너무 좋아함
나 너무 극단적인 잇티제네
평소 프사 뭘로해놓냐
어렸을땐 istp였는데
분위기메이커에 대해 어떻게 생각함?
손절머신이다 너네도 이러냐
내 성격
istj 인구가 가장 많다는 건 조작 아닌가
법대 졸업하고 로스쿨 다니는데
너넨 esfp에 대해 어떻게 생각해?
entj인데 갤에 사람이 너무 없어서 구경 왔어
노래방 극혐
나중에
mbti 검사 해봄
게으른 잇티제
ㄹㅇㅋㅋ
너네 취미가 머야
엔프피인 친구 혹시 있냐 다들
난 약속시간 10~15분 무조건 일찍나가
똥마려운데 화장실 가기 귀찮아서 참은적 있냐
istj 본인 특징
근데 다른유형에 관심있는애들이 있긴함?
Istj 여자를 짝사랑하는데
우리는 솔직히 공감 능력이 떨어지는게 아니라
좆같은 코드 왜안없애냐
기말고사 끝났다
요즘 공감능력 조금씩 만들고 있음
ISTJ인 내 성격
내가 비교적 최근에 두명 손절했거든?
istp 어떰
ENFP인데 구경와봤어
근데 잉여짓을 하고나면
Infp 어떻게 생각해??
너네 집에오면 잉여짓얼마나하냐
글보다보니 잇티제는 손절 잘한다던데
나 거의 ISTJ랑 ISFJ의 중간 경계쯤 있는듯
istj특)
istj가 싫어하는 사람들은
마갤 생긴 김에 내 성격 적어봄
여기가 노잼갤이냐?
너네도
팩트
부러움 얘길 보니까
istj는 esfp 부러워하는 사람 많다
캠핑조아함?
istj = 꼰대
Istj 닮고 싶다
뭐야 이런갤도 다있네
내 친구 (istj) 보면서 느낀점
istj인 내가 너무 싫다
istj-a여 - enfj-t남 / 잘만나는데 궁합표 왜 이 모양인가요?
뭐지 나이거나왓는데
istj가 한국에서 제일 많다고나온 설문조사
개같은 코드좀 어캐해봐
너넨 행복하냐
