infj
"방구석 취미생활 Day12 중국어,울트라러닝 읽기"
피곤해서 일찍 이불 덮고 누웠어
인프제 위로하는 법 좀
인프제랑 친해지려면 꾸준히 솔직하게 행동하는게 나아?
피곤하다
군대 코로나땜에 말년휴가 잘렸어
하 진짜 어떡하지
님들은 스트레스 관리 어떻게 하나요 ..
인생 살면서 이성을 벗어나 감성으로 가는 듯
경쟁에 대해 부정적인 시각이 있는 사람들에게
달 너무 아름답다
너희 취향은 머야??
그래도 니들에게 알려주고 싶은게 있다 
백예린 노래 너무너무 좋다
살면서 감수성이 점점 없어지는거같아
인프제랑 궁합 좋은 유형이 뭐야??
내가 젤 아끼는? 짤
맨날 직장 힘들다고 글쓴사람인데 나 그냥 그만뒀어
인프제 정말 잔인해ㅜㅜ
너네
왜 이사회가 젊은이들의 분노를 부르고 있는지 모르겠음
니들은 어느쪽이 더 비중이 높냐?
코로나로 보는 대중심리 변천사
나름 유복한 집 딸도 멍청한 결정을 하는 경우도 있더라
인프제인데 한번도 외로움 탄적 없는 사람 있어?
부녀관계가  엉망인 가족이 생각외로 많구나
롯데 또 사고쳤네
좌파 자식이 잘 안되는 건 이유가 다 있음
방명록에 신고 올려놔도 못보니까
인간이 겪는 모든 감정들은 반드시 두 명 이상이 겪는다
내 주변 재수한 애들의 현재모습.
연필 얘기 하니까 저거 생각나네
연필깎다가 ptsd오는 사람있냐
직장에 있는게 너무 스트레스받는다
혹시 온라인으로 유선이나 문자 상담 받는 친구있니?
인프제특) 좆같은새끼한테 좆같다고 욕하면 기분더러움
무드등이나 스탠드등 추천좀
너네 문 안에 든 후부터 연애감정 들어?
월요일이구만
나 허영심 강한 것 같아 ㅋㅋ
오늘 심리상담 받으러 가는데
"건강한 모든 유형은 긍정적인 생각, 감사를 많이 한다"
인프제가 별로 건강하지 읺은 타입인듯
인프제 고칠점:  나 ~ 할거야 하고 안 함 (소수제외)
재수를 한다면 명심해야 할 것
재수를 생각하는 고3분들께(장문)
시간 있음 이 테스트 해봐 
나만 그런가
너희들은 다른 사람 유형이 뭔지 묻고 그래?
당신은 어떤 꽃인가요?
배아파.
사랑을 잊어버렸나
너희 노래 잘해??
프로포즈는 준비했는데 중요한 사람이없네..ㅋㅋ
내 친구 엔프피인데 머털이 같거든
엠그램 해봤당
너희는 스쳐지나갔지만 아쉬운 사람 있어?
추워서 산책하기 힘듬ㅋㅋㅋ
다 내 망상이 잘못이여
2020년 그림 몇장
솔직히 원하는 대학 떨어지면 재수하고싶은데
인티제한텐  끌림 있어?
글 쓰는걸 좋아하는 지인에게 선물을 한다면 어떤 순으로 주고 싶어?
진짜 INFJ남자는
ㅎㅎㅎㅎㅎㅎㅎㅎㅎ
[장문]부모님한테 자폐증이냐는 소리 들어본 적 있어?
아파도 짝사랑을 반복하는 이유 . txt
우울증 vs 분노조절장애
내년이면 연애 7년차야
하도 썩은 생각하는 인프제가 많아서 팩폭 한마디 하겠음
나를 사랑하는 사람이 있긴할까
사랑과 집착은 뭐가 다른거야
한번 비뚤어진 마음을 바로 잡는 건 어렵겠지..
척추측만..
조던피턴슨은 INFJ 일까?
최근 몇 년 동안 배척하는 단어만 들은 듯
일관되게 미움받는 편이 낫지
다시 검사해보니 intp-t 나옴
가정환경에대해서
방구석 취미생활 Day11 중국어
나는 인성 안좋으면 다 선그음 ㅋㅋ
사랑이 뭘까.....
태어나면서 부모한테 들은 가장 심한 욕 뭐임?
근데 이성관계는 선긋는게 진짜 애매한거 같아
어떻게 어머니 목을 조를수가 있어?
울엄마 enfj 나오더라
피아노 배워보고싶다
비트겐슈타인 mbti 투표 검색했다가 뿜었다
나의 공부법..
사랑한다는 말에 거부감 갖는 사람이 생각보다 많네
아래 빝겐슈타인 발언 너무 맘에 드는데
나 얼떨결에 어장치고있나
INFJ 남자랑 연애하는법
인프제에겐 가능한 한 많은 여행을 하라고 하고 싶음.
비트겐슈타인 명언 어떻게 생각하냐.
따듯한 캔과 인간
모든 글을 다 읽고
환경의 중요성
너네는 법과 도덕이 충돌할 경우
정신과는 가면 더 빡치던데
인프제 중딩부터 성인까지 대화 나눠보면서 느낀점
Edm 듣고 갑자기 우울증 나아서 탈갤함
너네 혈액형 성격설 믿니?
먹고싶은게 없어
나한테 혈액형 물어보면
베푸는 것에 대한 고찰
걍 개우울하네
여긴 글 리젠 활발해서 좋다..
정신과 약 먹으면 좋아지는 것 같나?
너네는 어렸을 때부터 연예인 덕질 했어?
편지받은거 모으는 인프제 있늬
우울증 걸린 INFJ가 가장 힘들어보임
저거 테스트 
난 주고나서 후회함 ㅋ큐쿠쿠큐ㅠㅠㅠㅠ
나는 못받아도 주는 거 자체가 좋아
끝자리 A가 T보다 더 좋은거라고 일방적으로 생각하진 않음
벤자민 버튼 줄거리 봄
결국 또 바다만 찾게 됨
난 계속 주다보면 그래도 한번은 받을줄알았어
누루지마시오!
뭐가 맞고 뭐가 틀린지 모르겠다
누가 대학조교 꿀이라했냐 ㅜ
INFJ INTJ 번갈아나오는데
베품 하니까 생각나는 것
나는 진짜 살기 힘든데
베품은 이 갤 떡밥 중 하나네
안락사 하고싶다
내가 다녔던 첫 직장 특징
이것저것 다 만들고 싶지만 하기 싫은 것
나는 잘해주는데
요양하고싶다
과거의 나와 지금의 나 비교
좋아하는 스포츠계 인물 있음?
세븐나이츠2 시작했는데 스토리가 흥미로움.
다과회 하고 싶다
10년 전 저장한 고민 짤
지각해서 쿠사리먹음
내향형의 -A와 -T의 차이 
지난일들이 후회스러울 때도있지
빅뱅이전엔 뭐가 있었을까
J와 P에 대한 고찰
선생님들 -T는 뭡니까
너네도 지난일 후회해봤자 뭐해 라는 생각 많이해?
인프제 많이 보이지는 않은거같지만
너네도 지난일 후회해봤자 뭐해 라는 생각 많이해?
인프제 많이 보이지는 않은거같지만
카스테라 개맛있다
드디어 좀 정리 된건가 ( 고양이 보고 가 )
닥쳐!
달다래
난 INFJ인데 로스쿨 준비중이야
그림그림들
인프제들아..! 구구절절 장문 편지 어때!?
지금까지 디시에서 추천/비추천 한 번도 안했는데
여기서 한1남 거리면서 다른애들 다중이 취급하던애 있잖아
인프제인데 ab형인 사람두 잇어?
너희 직업이 뭐냐
시험 끝나면
옛날에는 내 외모로 까는거 그냥 묵묵히 받아들였는데
원래 심리테스트나 이쪽계열 갤이 정신이상자들 집합소임.
지금 갤와서 징징거리는게 인프피임
인프피가 욕먹는 이유가 뭐에요?
제일 이해 안 가는 말
뭔가 되게 가소롭고 하찮아보이는데
마음이 아프다.
롤 삭제함
혹시 동족 혐오하는 인프제 있음?
응애 나 애기 잉프피
여기서 어그로 끌어봤자 어그로 안끌릴텐데
조용한 관종
혹시 인프제 특성중에 반골성향도 있어?
여기도 글렀구나
자유시간에 뭘해야할질 모르겠어
걷고만 싶다
난 오히려 아예 모르는 사람이
마음이 텅빈거같이 공허하면
인프제들같은 노래추천할게
개인적으로 인프제들은 st들 배우자 안 만나는게 좋을거라 생각함
최근에 제일 싫어하게 된 말투
열심히 안 사는건 죄악인가
개인적으로 infj 랑 잘맞는성격은 이거같음
트라우마 해소에 도움되는 책
번아웃 와본 사람
옛날 애니 특징
헤어졌다.
내년쯤 결혼하자고 하려고
나만 인프피 좋냐? 인프피한테 사로잡혀버리뮤ㅠㅠㅠ
인빙
인프피 인뿌삐 잉뿌삐!!!
인스타 시작했는데 볼거리 넘많다.
옷 사러 가서 또 스트레스 받음
인프제 아닌사람 구별짓지마!!!!
너넨 롤모델 있어?
인프제가 짝사랑할때는
나만 전화 무서워함?ㅋㅋ
요즘도 영화 디비디 구입하나?
빙고
페이스북 지웠어
울 엄마 istp인데 완전 절대독재임.
경청이랑 완벽주의 해당 안되는 인프제 있냐?
인빙
커뮤니티에 중독될까봐 늘 조심함
와 근데 진짜 코로나문자가 이정도로 온지 오래간만인데 ㅡㅡ
 방구석 취미생활 Day10 나태주 시집읽기
이갤 고닉들 중에 몇몇 좀 걱정스러운 애들 있음
내 남자친구 estj의 표본이라 신기함
<원나잇 쌉가능❤+
본인 빙고 결과
인빙
요즘 왜이렇게 달고 느끼한게 땡기지
인프제빙고 어떰
너네도 사람 만나는 거 피곤해 해?
___
죽음이 뭘까
인프제 고딩들은 수능때 탐구 과목 뭐했음??
다음주부터 운동계획.
요즘 우울하고 미칠거 같음 ㅋㅋ
인프제 좋아해 나
그냥 쓰고 싶어져서 쓰는 내 고찰 몇 가지들
맛있는 음식 먹기위해 너네도 운동하는 사람 있냐?
인프제가 긍정성향 두번째로 낮대
이런거 내가 지적하면 10꼰대같겠지?
어떻게 처음본사람이랑 관계를 가지는거야??
지친다
조금만 있으면 25살 군필 모쏠임
외적 이상형
너네 사람 사귈때 재는거 많아?
애정결핍
가면을 쓰면 피곤하다.
너네 행복회로 잘 돌려?
나 약간 변태같아
나 자꾸 2달마다 번갈아가면서 바뀜
따스한 바람이 손을 흔들어 그대에게 인사하니
진짜 나도 날 잘 모르겠다. 
너네 옷 취향 뭐야?
이시국에 도대체 어디서 코로나 걸리는걸까
그래도 난 10년 전보단 만족스런 거다
애들아 이걸 뭐라고 하더라?
"이 썰 동생, 누나 MBTI 뭐같냐?"
너네 인프제랑 제일 잘 맞는 유형이 뭐라고 생각해?
모두 다 행복했으면 좋겠네요
이상형테스트
저녁으로 찜갈비 시켰음
아 내가 왜 타 mbti들한테 질문한 게
여우별 노래 좋구만
책 춫천좀 해주라
햇빛은 확실히 기분에 영향을 주는듯
심심해서 타mbti들한테 인생 왜 사냐고 묻고 옴
성격장애 마이너 갤러리 놀러 오세요
너희도 가끔 속에서 히틀러가 고개를 들 때가 있냐...
우울증이 있는 삶
난 지금까지 살면서 이루고 싶어하는건 다 이뤄진거같음
안 친한 인프제한테 생일선물 주는거 어떨까
관리자한테 27.124 아이피 벤 요청함
잉프피는 가끔 선넘는게 ㅈ같음
엄마가 사주 보고 왔어
고향으로 이사 vs 수도권에서 남기
답변해 준 인프제여자 친구들 고마워!
인프제남은 중성적임?
욕먹을걸 알지만 고민이 있어
김재우 인스타 팔로워 210만은 ㄹㅇ 대단하네
꼰대 vs 찐따
"방구석 취미생활 Day9 우쿨렐레,만화 데셍"
T가 A로 변하는 건 뭐임
분위기는 좋아하는데 정작 즐기진 못하는 거
타유형들 진짜 많네 인프제들 숨 좀 쉬자 ㅋㅋ
다른 유형들도 청소년기 상처 많이받나
아직까지도 감정 표현이 미숙한데 비평은 여전히 잘됨
좋아하는 작가 누구야
잇팁갤 타유형 금지 품
외로움은 뭘로 해소해야할까
기분 전환하게 모텔이나 갈까
침대와 이불 베개는 삼신기다.
나를 돌아보는 시간
하늘 사진 찍는 거 좋아하는 사람?
이런곳도 있었네
아들러가 mbti 같은 것도 깠었네
INFP / INFJ 차이점
이상형 테스트 나랑 같은 사람??
내 이상형
이상형테스트 결과
나같은 사람 만나기가 진짜 드문가
갤떡밥 테스트
가난에서 벗어나고싶다
엄청 당황스러운 일 있었네요..
헤르만 헤세 인프제인데 다른 인프제 작가 누구였지
시발 infp한테 사로잡혔다
자살생각 많이 하는데
가십성 유치뽕작 흔한 분석 블로그 같아보였는데
퇴사를 꿈꾸고있는데
나도 이상형테스투
나더 이상형
이거라는데?
테스트를 했으면 올리는게 인지상정이라 들었습니다.
이상형 테스트
이상형
이상형 테스트
오늘 공익 끝나는날인데
이상형테스트 해봐
옛날 책이 오히려 새로운 정보가 많은 듯
나도 연애 테스트는 이래 나오던데 ㅋㅋ
연애할때의 성격과 본인의 성격
내 연애질
나 인프제 아니라는데
정체도 알수없는 의문들이 인생을 짓누를 때
5.47
3.3%
얼버기 모닝 조깅.
인프제 엔프피 커플 많네..
잉뿌삐 남자 특징!!
왜 세탁기가 이불만 돌리면 탈수에서 멈추지
내 스스로 성찰  (1일차)
코로나증상 있는 사람이랑 접촉했는데 어떡해?
불면증 생겼다
여사친한테 그림 그려서 줬엉
틀린 그림찾기도 보드게임이라고 보냐?
아 ㅅㅂ 눈물샘 고장남
5번 infp 나오다 infj 처음으로 나왔습니다.
어떤 사람이더라도 최후를 맞이하기 전까지는
인프제 여친 너무 좋다
힘들다 힘들어
인프제놈들에게 추천하는 책 1권
무슨 원리지 신기하네
동물 연애 mbti도 해봐! (링크o)
나와 잘 맞는 mbti 찾기 테스트!
문자하면 생각 너무 많이함
장거리 커플 좋아
인프재는오ㅑ거절을잘못할까
오늘의 심정
나는 내가 착한지 모르겠다
선생님들한테 8기능 분석좀 부탁합니다.
아무말 없이 휙휙 가버림
infj 랑 자아정체성이 애매하고 과몰입이 심한걸
인프제 사랑해!
pj는 끝났지만
society.
짝사랑 너무 괴롭다
그냥 나는 태생적으로 INFJ였다 라고 말할수는 없을 것 같아요.
"방구석 취미생활 Day8 드로잉북 읽기, 만화 데생 "
급 우울해지는 짤
나는 엄청 화가 났거나 엄청 재밌었던 기억이 거의 없어
간단히 만드는 저녁요리(3) - 굴순두부찌개
장문의 편지는 어떻게 생각함?
니들 편지 좋아함?
기억에 강렬하게 남은 사람 어떻게 잊음?
내가 infj를 짝사랑하는걸까
길에서 채소 파는 사람들이 나보다 나아보여
사는것이 전쟁
짝사랑 너무 햇갈려
병원 노쇼했는데 ㅈ된거?
생각보다 -A -T 차이가 큰가?
INFJ랑 INFP랑 다른게 뭐예요?
며칠 동안 심리테스트만 풀다가 갑자기
그냥 계속 걷는 방법 뿐
인프제가 스스로 인프제라고 확신 못하는 이유가
내가 만들어본 엠비티아이 테스트
심호흡 하다갑니다
대충 INFJ + Fi 관련 펌글 
나 오늘 좀 계획적이라고 느낌
다들 취미가 뭐야?
쇼미더머니 테스트
이과 추천/ 문과 비추 좀
인프제들중에 여자 비율이 진짜 높기는 하다던데
이 갤은 사금 같은 거야
인프제 남자들아
인프피 분탕충들 다 밴때려줘..
나 아는 사람 중에 고민 변태 있던데
인프제 인프피 차이에 대한 유명한 말 있잖아
나 infj맞냐 말투 왜 이따구임?
이런 엔팁보면 어떤생각듬?
생각이 너무 많다고 생각하는 사람들에게、(책 소개)
10년전짝사랑꿈꿨어
잉뿌삐와 인프제는 동족이다!!
인프제들만 있는 커뮤없음?
왜 이 놈들은 내 글에 댓글을 안달까
너네는 관심있다는 연락이나 티 절대 못냄?
인프피 금지어 좀
디시위키 인프제 인프피 멘탈 비교
마라도나 사망했네
내 주위엔 인프제 셋이야
현실에서 인프제랑 만날 확률은 얼마나 될까 
재수해야 되는데
디케
[녹음물] letter 
나의 불안감을 덜어주고 행복하게 하는건
인간관계  관련 고민있음
열등감에 대해 어떻게 생각해?
둘 중 남들이 보기에 더 이뿌고 대단해보는거
쓸데없는 걸로 남 눈치를 너무 봐
infj절친과 손절한 infp인데 답변좀해주세요..
얘드라 너네 꽃테스트
정보) MBTI 소득 순위(한국)
엔프피인데..
fi높은 인프제가 말이된다 생각함?
이제 mbti 잊고 살고 싶은사람은 없니
스물아홉에 죽는 상상? 가정?을 종종 하곤 함
"방구석 취미생활 Day7 나태주 산문집,시집,시꾸"
젤 욕 많은 갤이 어느 유형이야 
오래 연애하는 비법이 뭘까
난 요즘 습관을 바꿨슴
유형 중에 가장 독립적이고 생활력이 강하다는거에 대해선 어떻게 생각함?
스트레스가 만병의 근원이라는거
타인 의견을 좀처럼 믿지 않고 속으론 자기 신념을 절대 굽히지 않는다
나너무예민해서
외로움을 잘 타면서도 고독을 즐긴다는 건 뭐임
말다툼까진 아니고...좀 실랑이가 있었는데
다시 인프제 됬어
너넨 선물 줄 때 뭔 생각해
정떼는 게 좀 어려운 거 같아
인프제는 계획성 있는 인프피인데
심리상담교사 되고싶다
인프제가 유니콘이라는거
여친 개씨발련이 개독이라서 낙태안한다는데 어카냐
너흰 체력 좋은 편이야?
길고양이들이나보렴....
INTJ/INFJ  -  ENTJ/ENFJ  -  ENTP/ENFP
5w6 인프제는 어떤 스타일임?
어제 연 끊었다 했는데 끊길 잘한듯
내가 바라지 않는 관계는 그만둬야할까?
개복치 멘탈인 인프제 있니
끝은 언제나 힘들구나
같은 인프제는 왠지 어려워
인프피 인프제 테스트 
싫어하는 애가 내가 관심있는애를 좋아함
테스트 좀 각잡고해봐야겟다 
"FJ TJ, FJ FP 테스트"
이거 모바일에선 길 길어지니까 
얘들아 생일 선물 뭐 받고 싶어?
만년필 손질하기 
